clavecct,nombrecct,domicilio,numext,entrecalle,ycalle,callepost,codpost,colonia,ncolonia,localidad,municipio,entidad,ambito,longitud,latitud,turno,nturno,tipo,ntipo,nivel,nnivel,subnivel,nsubnivel,servicio,nservicio,control,ncontrol,subcontrol,nsubcontrol,sostenimiento,nsostenimiento
10EDI0003N,"CARMEN ROMANO DE LÓPEZ PORTILLO","LERDO S/N",SN,MORELOS,"","",34210,0033,"BARRIO DE TIERRA BLANCA",0001,005,10,URBANO,-104.676461,24.015972,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,21,ESTATAL
10EDI0004M,"CENDI SECCIÓN 44 SNTE","PROF. ENRIQUE REBSAMEN S/N",SN,"","","",34000,0103,"FRACCIONAMIENTO GRANJA GRACIELA",0001,005,10,URBANO,-104.657384,24.000237,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,21,ESTATAL
10UDI0001G,"ESTANCIA INFANTIL DEL STEUJED","AVENIDA UNIVERSIDAD S/N",SN,"MASCAREÑAS","PINO SUÁREZ","",34000,0283,"COLONIA ZONA CENTRO",0001,005,10,URBANO,-104.6887,24.015738,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",01,"LACTANTE Y MATERNAL",1,"PÚBLICO",3,"AUTÓNOMO",51,"AUTÓNOMO"
10DDI0001Q,"CENTRO DE DESARROLLO INFANTIL EL VOLUNTARIADO-SEP","LAZARO CARDENAS NÚM. 1102 SUR","","PROLONGACIÓN CANELAS","BOULEVARD DOLORES DEL RÍO","",34000,0056,"COLONIA CIENEGA",0001,005,10,URBANO,-104.651911,24.017716,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DDI0002P,"CENTRO DE DESARROLLO INFANTIL DE LA SECRETARIA DE EDUCACIÓN PÚBLICA","MARIANO ARRIETA S/N",SN,"MANUEL GUTIÉRREZ","AVENIDA DIVISIÓN DURANGO","",34180,0101,"FRACCIONAMIENTO GENERAL DOMINGO ARRIETA",0001,005,10,URBANO,-104.664636,23.994066,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DDI0005M,"CENTRO DE DESARROLLO INFANTIL DE LA SECRETARIA DE EDUCACIÓN PÚBLICA","PRIVADA MARGARITA GÓMEZ PALACIO S/N",SN,"","","",35150,0050,"COLONIA NIÑOS HEROES",0001,012,10,URBANO,-103.515409,25.550555,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DDI0006L,"CENTRO DE DESARROLLO INFANTIL NÚM. 4","FUENTE DEL DESCANSO S/N",SN,"","","",35180,0098,"FRACCIONAMIENTO LAS FUENTES",0001,005,10,URBANO,-104.617824,24.044739,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DDI0007K,"CENTRO DE DESARROLLO INFANTIL JOSÉ REVUELTAS","DOROTEO ARANGO S/N",SN,INDEPENDENCIA,"","",35180,0132,"COLONIA JOSE REVUELTAS",0001,005,10,URBANO,-104.644897,24.048274,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DDI0008J,"CENTRO DE DESARROLLO INFANTIL NÚM. 5","PROLONGACIÓN NAZAS S/N",SN,"INTEGRACIÓN","NUEVO DURANGO","",34169,0369,"FRACCIONAMIENTO NUEVO DURANGO",0001,005,10,URBANO,-104.642294,24.001685,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",01,"LACTANTE Y MATERNAL",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10NDI0002W,"GUARDERIA INFANTIL ESTHER ZUNO DE ECHEVERRÍA","SABINO S/N",SN,"","","",34000,0250,"COLONIA SANTA MARIA",0001,005,10,URBANO,-104.654444,24.022778,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",03,"LACTANTE, MATERNAL Y PREESCOLAR",1,"PÚBLICO",1,FEDERAL,30,"INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO"
10PDI0041W,"ESTANCIA INFANTIL Y JARDÍN DE NIÑOS SAN BENITO","CALLE YUCATÁN NÚM. 118 OTE","",VICTORIA,HIDALGO,VERACRUZ,35090,0059,"COLONIA LAS ROSAS",0001,007,10,URBANO,-103.498333,25.561111,1,MATUTINO,1,"EDUCACION BASICA",11,PREESCOLAR,040,"PREESCOLAR CENDI",01,"LACTANTE Y MATERNAL",2,PRIVADO,6,PARTICULAR,61,PARTICULAR
10DIN0002W,UBIXCHAUMATIM,CONOCIDO,"","","","",34990,"","",0019,014,10,RURAL,-104.525,22.864444,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0003V,XOCHIQUETZAL,CONOCIDO,"","","","",34989,"","",0136,014,10,RURAL,-104.394722,22.445278,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0005T,CITLALICUE,CONOCIDO,"","","","",34990,"","",0018,014,10,RURAL,-104.262778,23.146944,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0006S,CIHUATLAMPA,CONOCIDO,"","","","",34940,"","",0075,023,10,RURAL,-105.151389,23.3825,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0007R,"SOR JUANA INÉS DE LA CRUZ",CONOCIDO,"","","","",34980,"","",0399,014,10,RURAL,-104.513611,22.5875,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0008Q,"YUK YOXI",CONOCIDO,"","","","",34974,"","",0045,014,10,RURAL,-104.568844,22.721146,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0009P,"MUR BHAT",CONOCIDO,"","","","",34974,"","",0108,014,10,RURAL,-104.462778,22.733056,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0010E,"MARGARITA MAZA DE JUÁREZ",CONOCIDO,"","","","",34989,"","",0130,014,10,RURAL,-104.509722,22.503056,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0011D,"JOSEFA ORTIZ DE DOMÍNGUEZ",CONOCIDO,"","","","",34990,"","",9963,014,10,RURAL,-104.395556,23.473056,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0012C,CIHUATEOPAN,CONOCIDO,"","","","",34940,"","",0051,023,10,RURAL,-105.101944,23.118333,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0013B,"SOR JUANA INÉS DE LA CRUZ",CONOCIDO,"","","","",34940,"","",0119,023,10,RURAL,-105.203333,23.250556,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0014A,"LIBERACIÓN INDÍGENA",CONOCIDO,"","","","",34956,"","",9933,023,10,RURAL,-105.360278,23.778333,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0015Z,"XOCHITL PITZAHUA",CONOCIDO,"","","","",34970,"","",0007,014,10,RURAL,-104.545556,23.08,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0016Z,YAMORA,CONOCIDO,"","","","",34974,"","",0039,014,10,RURAL,-104.75664,23.081973,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0017Y,TONATIUCHAN,CONOCIDO,"","","","",34990,"","",0016,014,10,RURAL,-104.496667,22.525,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0020L,MALINTZIN,CONOCIDO,"","","","",34980,"","",0011,014,10,RURAL,-104.303056,23.008611,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0021K,"LEONA VICARIO",CONOCIDO,"","","","",34971,"","",0033,014,10,RURAL,-104.614444,22.703611,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0022J,"BENITO JUÁREZ",CONOCIDO,"","","","",34990,"","",9967,014,10,RURAL,-104.395556,23.473056,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0023I,MECAYOTL,CONOCIDO,"","","","",34989,"","",1597,014,10,RURAL,-104.450556,22.673886,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0024H,MOCTEZUMA,CONOCIDO,"","","","",34980,"","",0522,014,10,RURAL,-104.383286,22.742259,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0025G,"DOLORES DEL RÍO",CONOCIDO,"","","","",34990,"","",1027,014,10,RURAL,-104.883026,22.959751,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0026F,"LEONA VICARIO",CONOCIDO,"","","","",34964,"","",0530,023,10,RURAL,-105.18693,23.206411,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0027E,"MARÍA MONTESSORI",CONOCIDO,"","","","",34940,"","",0565,023,10,RURAL,-105.326513,22.947773,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0029C,"ROSARIO CASTELLANOS",CONOCIDO,"","","","",34974,"","",0048,014,10,RURAL,-104.458568,22.799202,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0030S,"LA CORREGIDORA",CONOCIDO,"","","","",34940,"","",0056,023,10,RURAL,-105.043333,23.410278,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0032Q,"EDUCACIÓN INICIAL",CONOCIDO,"","","","",34980,"","",0252,014,10,RURAL,-104.285278,23.135556,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0033P,"SOR JUANA INÉS DE LA CRUZ",CONOCIDO,"","","","",34990,"","",0875,014,10,RURAL,-104.610787,22.671147,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0034O,"ASCENCIÓN SEGUNDO",CONOCIDO,"","","","",34971,"","",0028,014,10,RURAL,-104.503333,22.55,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0035N,"JUVENTUD INDÍGENA",CONOCIDO,"","","","",34980,"","",0581,014,10,RURAL,-104.581347,22.785867,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0036M,"FANNY ANITUA",CONOCIDO,"","","","",34974,"","",0046,014,10,RURAL,-104.561362,23.14864,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0037L,"NICOLAS BRAVO",CONOCIDO,"","","","",34997,"","",0292,014,10,RURAL,-105.014771,22.647527,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0038K,"GABRIELA MISTRAL",CONOCIDO,"","","","",34940,"","",9943,023,10,RURAL,-105.360278,23.778333,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0039J,"FRANCISCO VILLA",CONOCIDO,"","","","",34971,"","",0025,014,10,RURAL,-104.513257,22.491196,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0040Z,"O'DAM UBI",CONOCIDO,"","","","",34974,"","",0035,014,10,RURAL,-104.599444,22.916667,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0044V,"I'POÑI",CONOCIDO,"","","","",34980,"","",0015,014,10,RURAL,-104.630278,22.961389,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0045U,"SANTA ANITA",CONOCIDO,"","","","",34970,"","",0004,014,10,RURAL,-104.476083,23.156974,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0046T,"UBII TUM MAMTUXI'Ñ",CONOCIDO,"","","","",34974,"","",0051,014,10,RURAL,-104.640556,23.143333,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0048R,CITLALI,CONOCIDO,"","","","",34980,"","",0012,014,10,RURAL,-104.671111,23.4025,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0049Q,"IPOLITO MIJARES MONTIEL",CONOCIDO,"","","","",34990,"","",0632,014,10,RURAL,-104.726636,23.006141,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0051E,"SOR JUANA INÉS DE LA CRUZ",CONOCIDO,"","","","",34980,"","",0307,014,10,RURAL,-104.684136,23.027807,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0052D,"MARGARITA MAZA DE JUÁREZ",CONOCIDO,"","","","",34974,"","",0045,014,10,RURAL,-104.568844,22.721146,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0053C,"JOSEFA ORTIZ DE DOMÍNGUEZ",CONOCIDO,"","","","",34989,"","",0222,014,10,RURAL,-104.485833,22.455833,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0055A,"PRIMERO DE MAYO",CONOCIDO,"","","","",34980,"","",0321,014,10,RURAL,-104.294671,22.667539,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0056Z,"20 DE NOVIEMBRE",CONOCIDO,"","","","",34990,"","",0858,014,10,RURAL,-104.501944,22.628889,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0057Z,"FANNY ANITUA",CONOCIDO,"","","","",34940,"","",0080,023,10,RURAL,-104.906389,23.391389,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0058Y,"21 DE MARZO",CONOCIDO,"","","","",34971,"","",0032,014,10,RURAL,-104.509444,23.301111,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0059X,"EDUCACIÓN INICIAL",CONOCIDO,"","","","",34997,"","",0008,014,10,RURAL,-104.583889,23.221111,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0061L,"UBIITUA'DAM",CONOCIDO,"","","","",34974,"","",0080,014,10,RURAL,-104.500278,22.711111,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0062K,"EDUCACIÓN INICIAL INDÍGENA",CONOCIDO,"","","","",34989,"","",0150,014,10,RURAL,-104.521353,22.960588,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0063J,"ALHII IPOÑI",CONOCIDO,"","","","",34990,"","",9974,014,10,RURAL,-104.395556,23.473056,1,MATUTINO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0064I,"'LICH KUKU'LHIK",CONOCIDO,"","","","",34990,"","",0629,014,10,RURAL,-104.645556,23.030556,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0065H,"JOOKMAR YOOXI",CONOCIDO,"","","","",34980,"","",0596,014,10,RURAL,-104.460227,22.629482,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0066G,"IX ABHAR KABUIMUG",CONOCIDO,"","","","",34940,"","",0020,023,10,RURAL,-104.845,23.367778,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0067F,MACEHUATL,CONOCIDO,"","","","",34989,"","",0115,014,10,RURAL,-104.548611,22.617222,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0068E,"KUAROLH YOOXI",CONOCIDO,"","","","",34989,"","",0152,014,10,RURAL,-104.366346,22.836424,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0069D,"BIIÑAK",CONOCIDO,"","","","",34980,"","",0322,014,10,RURAL,-104.433857,23.092531,1,MATUTINO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0070T,"CARMEN SERDÁN ALATRISTE",CONOCIDO,"","","","",34599,"","",9984,014,10,RURAL,-104.395556,23.473056,1,MATUTINO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0071S,QUILAZTLI,CONOCIDO,"","","","",34970,"","",0014,014,10,RURAL,-104.712222,23.3325,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0072R,"PILTONTIM MOMIHTIH",CONOCIDO,"","","","",34970,"","",0640,014,10,RURAL,-104.963889,22.613889,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0073Q,"TOMDA' YOOXI'",CONOCIDO,"","","","",34970,"","",9972,014,10,RURAL,-104.395556,23.473056,1,MATUTINO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
10DIN0074P,"JOSÉ VASCONCELOS",CONOCIDO,"","","","",34790,"","",0152,014,10,RURAL,-104.366346,22.836424,4,DISCONTINUO,4,"EDUCACION INICIAL",41,"NO ESCOLARIZADO",040,"NO ESCOLARIZADO",02,"EDUCACION INICIAL INDIGENA",1,"PÚBLICO",2,ESTATAL,24,"FEDERAL TRANSFERIDO"
