clavecct,nombrecct,domicilio,numext,entrecalle,ycalle,callepost,codpost,colonia,ncolonia,localidad,municipio,entidad,ambito,longitud,latitud,turno,nturno,tipo,ntipo,nivel,nnivel,subnivel,nsubnivel,servicio,nservicio,control,ncontrol,subcontrol,nsubcontrol,sostenimiento,nsostenimiento
10KJN0175M,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34498,"","",0047,028,10,RURAL,-104.513611,24.735278,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0178J,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34488,"","",0026,028,10,RURAL,-104.471111,24.826944,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0179I,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34493,"","",0031,028,10,RURAL,-104.521111,24.771111,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0181X,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34497,"","",0039,028,10,RURAL,-104.453889,24.671944,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0184U,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34494,"","",0040,028,10,RURAL,-104.469722,24.766944,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0188Q,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35805,"","",0066,004,10,RURAL,-103.645556,24.846944,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0190E,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34745,"","",0025,021,10,RURAL,-103.969722,24.748333,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0192C,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34752,"","",0012,029,10,RURAL,-104.1675,25.375,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0194A,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35110,"","",0456,007,10,RURAL,-103.323056,25.796667,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0195Z,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35133,"","",0214,007,10,RURAL,-103.525069,25.681948,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0196Z,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35134,"","",0102,007,10,RURAL,-103.408611,25.699722,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0201U,"PREESCOLAR GENERAL",CONOCIDO,"","","","",34497,"","",0041,028,10,RURAL,-104.501389,24.573611,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0202T,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34490,"","",0071,028,10,RURAL,-104.485833,24.780833,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0208N,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35500,"","",0023,011,10,RURAL,-105.286389,26.018611,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0209M,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35532,"","",0050,011,10,RURAL,-104.920556,25.549722,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0210B,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35530,"","",0056,011,10,RURAL,-104.963056,25.609722,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0211A,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35500,"","",0041,011,10,RURAL,-104.765833,25.3825,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0212Z,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35500,"","",0024,011,10,RURAL,-105.207603,25.986642,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0219T,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0027,024,10,RURAL,-104.543333,25.158889,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0221H,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35590,"","",0009,030,10,RURAL,-104.584167,25.547778,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0223F,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0025,024,10,RURAL,-104.613611,25.214167,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0224E,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34940,"","",0015,023,10,RURAL,-105.542222,23.406667,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0228A,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34940,"","",0059,023,10,RURAL,-105.612769,23.156963,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0232N,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34400,"","",0052,001,10,RURAL,-105.231389,24.551944,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0233M,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34441,"","",0073,001,10,RURAL,-105.1975,24.522778,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0234L,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34600,"","",0122,032,10,RURAL,-105.237983,25.16383,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0241V,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34000,"","",0192,005,10,RURAL,-105.053889,24.173611,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0242U,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34188,"","",0263,005,10,RURAL,-104.676111,23.949444,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0243T,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34000,"","",0196,005,10,RURAL,-104.440561,23.960296,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0250C,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34840,"","",0045,016,10,RURAL,-104.266667,23.9075,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0260J,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35110,"","",0056,007,10,RURAL,-103.375556,25.7375,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0261I,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35118,"","",0114,007,10,RURAL,-103.406111,25.716667,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0262H,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35110,"","",0129,007,10,RURAL,-103.344722,25.748611,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0264F,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35189,"","",0006,012,10,RURAL,-103.474722,25.388611,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0267C,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35700,"","",0002,015,10,RURAL,-104.188333,25.183056,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0271P,"PREESCOLAR GENERAL",CONOCIDO,"","","","",35671,"","",0017,018,10,RURAL,-105.460278,25.643889,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0272O,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35661,"","",0019,018,10,RURAL,-105.388333,25.980278,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0273N,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35667,"","",0045,018,10,RURAL,-105.391944,25.861944,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0274M,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34740,"","",0007,021,10,RURAL,-104.036111,24.848333,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0276K,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34940,"","",0033,023,10,RURAL,-105.548889,23.640556,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0279H,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0019,024,10,RURAL,-104.600833,25.288333,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0280X,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0016,024,10,RURAL,-104.536111,25.170278,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0281W,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0021,024,10,RURAL,-104.622778,25.277222,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0283U,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35761,"","",0035,024,10,RURAL,-104.501423,25.073265,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0284T,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35799,"","",0037,024,10,RURAL,-104.493611,25.057222,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0286R,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35490,"","",0007,028,10,RURAL,-104.480596,24.750839,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0288P,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35490,"","",0138,028,10,RURAL,-104.524207,24.718061,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",17,"AULA COMPARTIDA DE PREESCOLAR COMUNITARIO Y CURSO COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0290D,"PREESCOLAR GENERAL",CONOCIDO,"","","","",34399,"","",0300,005,10,RURAL,-104.99195,23.775848,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0295Z,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0029,024,10,RURAL,-104.574167,25.221111,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0298W,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34580,"","",0215,005,10,RURAL,-104.445023,24.340012,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0299V,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34307,"","",0234,005,10,RURAL,-104.558889,23.950278,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0301T,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34420,"","",0130,001,10,RURAL,-105.204722,24.589444,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0303R,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35760,"","",0009,024,10,RURAL,-104.547004,25.161109,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0306O,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35120,"","",0359,007,10,RURAL,-103.513404,25.72917,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0309L,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34330,"","",0203,005,10,RURAL,-105.057778,24.205,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0311Z,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34330,"","",0248,005,10,RURAL,-105.066389,24.325278,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0314X,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34400,"","",0071,001,10,RURAL,-105.415833,24.471111,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0315W,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34420,"","",0093,001,10,RURAL,-105.396944,24.466389,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0320H,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35214,"","",0168,013,10,RURAL,-104.095,26.609444,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0321G,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",35210,"","",0254,013,10,RURAL,-104.0525,26.303333,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0323E,"PREESCOLAR GENERAL",CONOCIDO,"","","","",34799,"","",0013,020,10,RURAL,-104.266389,24.405,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0325C,"PREESCOLAR GENERAL",CONOCIDO,"","","","",35561,"","",0032,030,10,RURAL,-104.441944,25.821389,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0326B,"PREESCOLAR COMUNITARIO",CONOCIDO,"","","","",34967,"","",0005,023,10,RURAL,-105.596667,23.860833,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
10KJN0327A,"PREESCOLAR GENERAL",CONOCIDO,"","","","",34603,"","",0029,032,10,RURAL,-105.399444,25.103056,4,DISCONTINUO,1,"EDUCACION BASICA",11,PREESCOLAR,003,"PREESCOLAR CONAFE",11,"PREESCOLAR COMUNITARIO",1,"PÚBLICO",1,FEDERAL,15,"ORGANISMO DESCENTRALIZADO DE LA SECRETARÍA DE EDUCACIÓN PÚBLICA"
